Pokedex Number,Pokemon Name,Alternate Form Name,Legendary Type,Pokemon Height,Pokemon Weight,Primary Type,Secondary Type,Primary Ability,Primary Ability Description,Secondary Ability,Secondary Ability Description,Hidden Ability,Hidden Ability Description,Special Event Ability,Special Event Ability Description,Male Ratio,Female Ratio,Base Happiness,Game(s) of Origin,Region of Origin,Health Stat,Attack Stat,Defense Stat,Special Attack Stat,Special Defense Stat,Speed Stat,Base Stat Total,Health EV,Attack EV,Defense EV,Special Attack EV,Special Defense EV,Speed EV,EV Yield Total,Catch Rate,Experience Growth,Experience Growth Total,Experience Yield,Primary Egg Group,Secondary Egg Group,Egg Cycle Count,Pre-Evolution Pokemon Id,Evolution Details
738,Vikavolt,NULL,NULL,1.5,45,Bug,Electric,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",NULL,NULL,NULL,NULL,NULL,NULL,50,50,70,Sun / Moon,Alola,77,70,90,145,75,43,500,0,0,0,3,0,0,3,45,Medium Fast,1000000,225,Bug,NULL,15,1262,Thunder Stone
739,Crabrawler,NULL,NULL,0.6,7,Fighting,NULL,Hyper Cutter,The Pokémon's proud of its powerful pincers. They prevent other Pokémon from lowering its Attack stat.,Iron Fist,Powers up punching moves.,Anger Point,"The Pokémon is angered when it takes a critical hit, and that maxes its Attack stat.",NULL,NULL,50,50,70,Sun / Moon,Alola,47,82,57,42,47,63,338,0,1,0,0,0,0,1,225,Medium Fast,1000000,68,Water 3,NULL,20,NULL,NULL
740,Crabominable,NULL,NULL,1.7,180,Fighting,Ice,Hyper Cutter,The Pokémon's proud of its powerful pincers. They prevent other Pokémon from lowering its Attack stat.,Iron Fist,Powers up punching moves.,Anger Point,"The Pokémon is angered when it takes a critical hit, and that maxes its Attack stat.",NULL,NULL,50,50,70,Sun / Moon,Alola,97,132,77,62,67,43,478,0,2,0,0,0,0,2,60,Medium Fast,1000000,167,Water 3,NULL,20,1264,At Mount Lanakila In Alola
741,Oricorio,NULL,NULL,0.6,3.4,Fire,Flying,Dancer,"When another Pokémon uses a dance move, it can use a dance move following it regardless of its Speed.",NULL,NULL,NULL,NULL,NULL,NULL,25,75,70,Sun / Moon,Alola,75,70,70,98,70,93,476,0,0,0,2,0,0,2,45,Medium Fast,1000000,167,Flying,NULL,20,NULL,NULL
741,Oricorio,Pom-Pom,NULL,0.6,3.4,Electric,Flying,Dancer,"When another Pokémon uses a dance move, it can use a dance move following it regardless of its Speed.",NULL,NULL,NULL,NULL,NULL,NULL,25,75,70,Sun / Moon,Alola,75,70,70,98,70,93,476,0,0,0,2,0,0,2,45,Medium Fast,1000000,167,Flying,NULL,20,NULL,NULL
741,Oricorio,Pa'u,NULL,0.6,3.4,Psychic,Flying,Dancer,"When another Pokémon uses a dance move, it can use a dance move following it regardless of its Speed.",NULL,NULL,NULL,NULL,NULL,NULL,25,75,70,Sun / Moon,Alola,75,70,70,98,70,93,476,0,0,0,2,0,0,2,45,Medium Fast,1000000,167,Flying,NULL,20,NULL,NULL
741,Oricorio,Sensu,NULL,0.6,3.4,Ghost,Flying,Dancer,"When another Pokémon uses a dance move, it can use a dance move following it regardless of its Speed.",NULL,NULL,NULL,NULL,NULL,NULL,25,75,70,Sun / Moon,Alola,75,70,70,98,70,93,476,0,0,0,2,0,0,2,45,Medium Fast,1000000,167,Flying,NULL,20,NULL,NULL
742,Cutiefly,NULL,NULL,0.1,0.2,Bug,Fairy,Honey Gather,The Pokémon may gather Honey after a battle.,Shield Dust,This Pokémon's dust blocks the additional effects of attacks taken.,Sweet Veil,Prevents itself and ally Pokémon from falling asleep.,NULL,NULL,50,50,70,Sun / Moon,Alola,40,45,40,55,40,84,304,0,0,0,0,0,1,1,190,Medium Fast,1000000,61,Bug,Fairy,20,NULL,NULL
743,Ribombee,NULL,NULL,0.2,0.5,Bug,Fairy,Honey Gather,The Pokémon may gather Honey after a battle.,Shield Dust,This Pokémon's dust blocks the additional effects of attacks taken.,Sweet Veil,Prevents itself and ally Pokémon from falling asleep.,NULL,NULL,50,50,70,Sun / Moon,Alola,60,55,60,96,70,124,465,0,0,0,0,0,2,2,75,Medium Fast,1000000,162,Bug,Fairy,20,1268,Level 25
744,Rockruff,NULL,NULL,0.5,9.2,Rock,NULL,Keen Eye,Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.,Vital Spirit,"The Pokémon is full of vitality, and that prevents it from falling asleep.",Steadfast,The Pokémon's determination boosts the Speed stat each time the Pokémon flinches.,Own Tempo,"This Pokémon has its own tempo, and that prevents it from becoming confused.",50,50,70,Sun / Moon,Alola,45,65,40,30,40,60,280,0,1,0,0,0,0,1,190,Medium Fast,1000000,56,Field,NULL,15,NULL,NULL
745,Lycanroc,NULL,NULL,0.8,25,Rock,NULL,Keen Eye,Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.,Sand Rush,Boosts the Pokémon's Speed stat in a sandstorm.,Steadfast,The Pokémon's determination boosts the Speed stat each time the Pokémon flinches.,NULL,NULL,50,50,70,Sun / Moon,Alola,75,115,65,55,65,112,487,0,2,0,0,0,0,2,90,Medium Fast,1000000,170,Field,NULL,15,1270,Level 25 During The Day
745,Lycanroc,Midnight,NULL,1.1,25,Rock,NULL,Keen Eye,Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.,Vital Spirit,"The Pokémon is full of vitality, and that prevents it from falling asleep.",No Guard,The Pokémon employs no-guard tactics to ensure incoming and outgoing attacks always land.,NULL,NULL,50,50,70,Sun / Moon,Alola,85,115,75,55,75,82,487,0,2,0,0,0,0,2,90,Medium Fast,1000000,170,Field,NULL,15,1270,Level 25 During The Night
745,Lycanroc,Dusk,NULL,0.8,25,Rock,NULL,Tough Claws,Powers up moves that make direct contact. ,NULL,NULL,NULL,NULL,NULL,NULL,50,50,70,Ultra Sun / Ultra Moon,Alola,75,117,65,55,65,110,487,0,2,0,0,0,0,2,90,Medium Fast,1000000,170,Field,NULL,15,1270,Level 25 With Own Tempo Between 5-6pm
746,Wishiwashi,NULL,NULL,0.2,0.3,Water,NULL,Schooling,"When it has a lot of HP, the Pokémon forms a powerful school. It stops schooling when its HP is low.  Doesn't work until Level 20.",NULL,NULL,NULL,NULL,NULL,NULL,50,50,70,Sun / Moon,Alola,45,20,20,25,25,40,175,1,0,0,0,0,0,1,60,Fast,800000,61,Water 2,NULL,15,NULL,NULL
746,Wishiwashi,School,NULL,8.2,78.6,Water,NULL,Schooling,"When it has a lot of HP, the Pokémon forms a powerful school. It stops schooling when its HP is low.  Doesn't work until Level 20.",NULL,NULL,NULL,NULL,NULL,NULL,50,50,70,Sun / Moon,Alola,45,140,130,140,135,30,620,1,0,0,0,0,0,1,60,Fast,800000,217,Water 2,NULL,15,NULL,NULL
747,Mareanie,NULL,NULL,0.4,8,Poison,Water,Merciless,The Pokémon's attacks become critical hits if the target is poisoned.,Limber,Its limber body protects the Pokémon from paralysis.,Regenerator,Restores a little HP when withdrawn from battle.,NULL,NULL,50,50,70,Sun / Moon,Alola,50,53,62,43,52,45,305,0,0,1,0,0,0,1,190,Medium Fast,1000000,61,Water 1,NULL,20,NULL,NULL
748,Toxapex,NULL,NULL,0.7,14.5,Poison,Water,Merciless,The Pokémon's attacks become critical hits if the target is poisoned.,Limber,Its limber body protects the Pokémon from paralysis.,Regenerator,Restores a little HP when withdrawn from battle.,NULL,NULL,50,50,70,Sun / Moon,Alola,50,63,152,53,142,35,495,0,0,2,0,0,0,2,75,Medium Fast,1000000,173,Water 1,NULL,20,1273,Level 38
749,Mudbray,NULL,NULL,1,110,Ground,NULL,Own Tempo,"This Pokémon has its own tempo, and that prevents it from becoming confused.",Stamina,Boosts the Defense stat when hit by an attack.,Inner Focus,"The Pokémon's intensely focused, and that protects the Pokémon from flinching.",NULL,NULL,50,50,70,Sun / Moon,Alola,70,100,70,45,55,45,385,0,1,0,0,0,0,1,190,Medium Fast,1000000,77,Field,NULL,20,NULL,NULL
750,Mudsdale,NULL,NULL,2.5,920,Ground,NULL,Own Tempo,"This Pokémon has its own tempo, and that prevents it from becoming confused.",Stamina,Boosts the Defense stat when hit by an attack.,Inner Focus,"The Pokémon's intensely focused, and that protects the Pokémon from flinching.",NULL,NULL,50,50,70,Sun / Moon,Alola,100,125,100,55,85,35,500,0,2,0,0,0,0,2,60,Medium Fast,1000000,175,Field,NULL,20,1275,Level 30
751,Dewpider,NULL,NULL,0.3,4,Water,Bug,Water Bubble,Lowers the power of Fire-type moves done to the Pokémon and prevents the Pokémon from getting a burn.,NULL,NULL,Water Absorb,Restores HP if hit by a Water-type move instead of taking damage.,NULL,NULL,50,50,70,Sun / Moon,Alola,38,40,52,40,72,27,269,0,0,0,0,1,0,1,200,Medium Fast,1000000,54,Water 1,Bug,15,NULL,NULL
752,Araquanid,NULL,NULL,1.8,82,Water,Bug,Water Bubble,Lowers the power of Fire-type moves done to the Pokémon and prevents the Pokémon from getting a burn.,NULL,NULL,Water Absorb,Restores HP if hit by a Water-type move instead of taking damage.,NULL,NULL,50,50,70,Sun / Moon,Alola,68,70,92,50,132,42,454,0,0,0,0,2,0,2,100,Medium Fast,1000000,159,Water 1,Bug,15,1278,Level 22
753,Fomantis,NULL,NULL,0.3,1.5,Grass,NULL,Leaf Guard,Prevents status conditions in harsh sunlight.,NULL,NULL,Contrary,Makes stat changes have an opposite effect.,NULL,NULL,50,50,70,Sun / Moon,Alola,40,55,35,50,35,35,250,0,1,0,0,0,0,1,190,Medium Fast,1000000,50,Grass,NULL,20,NULL,NULL
754,Lurantis,NULL,NULL,0.9,18.5,Grass,NULL,Leaf Guard,Prevents status conditions in harsh sunlight.,NULL,NULL,Contrary,Makes stat changes have an opposite effect.,NULL,NULL,50,50,70,Sun / Moon,Alola,70,105,90,80,90,45,480,0,2,0,0,0,0,2,75,Medium Fast,1000000,168,Grass,NULL,20,1280,Level 34 During The Day
755,Morelull,NULL,NULL,0.2,1.5,Grass,Fairy,Illuminate,Raises the likelihood of meeting wild Pokémon by illuminating the surroundings.,Effect Spore,"Contact with the Pokémon may inflict poison, sleep, or paralysis on its attacker.",Rain Dish,The Pokémon gradually regains HP in rain. ,NULL,NULL,50,50,70,Sun / Moon,Alola,40,35,55,65,75,15,285,0,0,0,0,1,0,1,190,Medium Fast,1000000,57,Grass,NULL,20,NULL,NULL
756,Shiinotic,NULL,NULL,1,11.5,Grass,Fairy,Illuminate,Raises the likelihood of meeting wild Pokémon by illuminating the surroundings.,Effect Spore,"Contact with the Pokémon may inflict poison, sleep, or paralysis on its attacker.",Rain Dish,The Pokémon gradually regains HP in rain. ,NULL,NULL,50,50,70,Sun / Moon,Alola,60,45,80,90,100,30,405,0,0,0,0,2,0,2,75,Medium Fast,1000000,142,Grass,NULL,20,1282,Level 24
757,Salandit,NULL,NULL,0.6,4.8,Poison,Fire,Corrosion,The Pokémon can poison the target even if it's a Steel or Poison type.,NULL,NULL,Oblivious,"The Pokémon is oblivious, and that keeps it from being infatuated or falling for taunts.",NULL,NULL,87.5,12.5,70,Sun / Moon,Alola,48,44,40,71,40,77,320,0,0,0,0,0,1,1,120,Medium Fast,1000000,64,Monster,Dragon,20,NULL,NULL
758,Salazzle,NULL,NULL,1.2,22.2,Poison,Fire,Corrosion,The Pokémon can poison the target even if it's a Steel or Poison type.,NULL,NULL,Oblivious,"The Pokémon is oblivious, and that keeps it from being infatuated or falling for taunts.",NULL,NULL,0,100,70,Sun / Moon,Alola,68,64,60,111,60,117,480,0,0,0,0,0,2,2,45,Medium Fast,1000000,168,Monster,Dragon,20,1284,Level 33 When Female
759,Stufful,NULL,NULL,0.5,6.8,Normal,Fighting,Fluffy,"Halves the damage taken from moves that make direct contact, but doubles that of Fire-type moves.",Klutz,The Pokémon can't use any held items.,Cute Charm,Contact with the Pokémon may cause infatuation.,NULL,NULL,50,50,70,Sun / Moon,Alola,70,75,50,45,50,50,340,0,1,0,0,0,0,1,140,Medium Fast,1000000,68,Field,NULL,15,NULL,NULL
760,Bewear,NULL,NULL,2.1,135,Normal,Fighting,Fluffy,"Halves the damage taken from moves that make direct contact, but doubles that of Fire-type moves.",Klutz,The Pokémon can't use any held items.,Unnerve,Unnerves opposing Pokémon and makes them unable to eat Berries.,NULL,NULL,50,50,70,Sun / Moon,Alola,120,125,80,55,60,60,500,0,2,0,0,0,0,2,70,Medium Fast,1000000,175,Field,NULL,15,1286,Level 27
761,Bounsweet,NULL,NULL,0.3,3.2,Grass,NULL,Leaf Guard,Prevents status conditions in harsh sunlight.,Oblivious,"The Pokémon is oblivious, and that keeps it from being infatuated or falling for taunts.",Sweet Veil,Prevents itself and ally Pokémon from falling asleep.,NULL,NULL,0,100,70,Sun / Moon,Alola,42,30,38,30,38,32,210,1,0,0,0,0,0,1,235,Medium Slow,1059860,42,Grass,NULL,20,NULL,NULL
762,Steenee,NULL,NULL,0.7,8.2,Grass,NULL,Leaf Guard,Prevents status conditions in harsh sunlight.,Oblivious,"The Pokémon is oblivious, and that keeps it from being infatuated or falling for taunts.",Sweet Veil,Prevents itself and ally Pokémon from falling asleep.,NULL,NULL,0,100,70,Sun / Moon,Alola,52,40,48,40,48,62,290,0,0,0,0,0,2,2,120,Medium Slow,1059860,102,Grass,NULL,20,1289,Level 18
763,Tsareena,NULL,NULL,1.2,21.4,Grass,NULL,Leaf Guard,Prevents status conditions in harsh sunlight.,Queenly Majesty,"Its majesty pressures the opposing Pokémon, making it unable to attack using priority moves.",Sweet Veil,Prevents itself and ally Pokémon from falling asleep.,NULL,NULL,0,100,70,Sun / Moon,Alola,72,120,98,50,98,72,510,0,3,0,0,0,0,3,45,Medium Slow,1059860,230,Grass,NULL,20,1290,Knowing Stomp
764,Comfey,NULL,NULL,0.1,0.3,Fairy,NULL,Flower Veil,Ally Grass-type Pokémon are protected from status conditions and the lowering of their stats.,Triage,Gives priority to a healing move.,Natural Cure,All status conditions heal when the Pokémon switches out.,NULL,NULL,25,75,70,Sun / Moon,Alola,51,52,90,82,110,100,485,0,0,0,0,2,0,2,60,Fast,800000,170,Grass,NULL,20,NULL,NULL
765,Oranguru,NULL,NULL,1.5,76,Normal,Psychic,Inner Focus,"The Pokémon's intensely focused, and that protects the Pokémon from flinching.",Telepathy,Anticipates an ally's attack and dodges it.,Symbiosis,The Pokémon passes its item to an ally that has used up an item.,NULL,NULL,50,50,70,Sun / Moon,Alola,90,60,80,90,110,60,490,0,0,0,0,2,0,2,45,Slow,1250000,172,Field,NULL,20,NULL,NULL
766,Passimian,NULL,NULL,2,82.8,Fighting,NULL,Receiver,The Pokémon copies the Ability of a defeated ally.,NULL,NULL,Defiant,Boosts the Pokémon's Attack stat sharply when its stats are lowered.,NULL,NULL,50,50,70,Sun / Moon,Alola,100,120,90,40,60,80,490,0,2,0,0,0,0,2,45,Slow,1250000,172,Field,NULL,20,NULL,NULL
767,Wimpod,NULL,NULL,0.5,12,Bug,Water,Wimp Out,The Pokémon cowardly switches out when its HP becomes half or less.,NULL,NULL,NULL,NULL,NULL,NULL,50,50,70,Sun / Moon,Alola,25,35,40,20,30,80,230,0,0,0,0,0,1,1,90,Medium Fast,1000000,46,Bug,Water 3,20,NULL,NULL
768,Golisopod,NULL,NULL,2,108,Bug,Water,Emergency Exit,"The Pokémon, sensing danger, switches out when its HP becomes half or less.",NULL,NULL,NULL,NULL,NULL,NULL,50,50,70,Sun / Moon,Alola,75,125,140,60,90,40,530,0,0,2,0,0,0,2,45,Medium Fast,1000000,186,Bug,Water 3,20,1294,Level 30
769,Sandygast,NULL,NULL,0.5,70,Ghost,Ground,Water Compaction,Boosts the Pokémon's Defense stat sharply when hit by a Water-type move.,NULL,NULL,Sand Veil,Boosts the Pokémon's evasiveness in a sandstorm.,NULL,NULL,50,50,70,Sun / Moon,Alola,55,55,80,70,45,15,320,0,0,1,0,0,0,1,140,Medium Fast,1000000,64,Amorphous,NULL,15,NULL,NULL
770,Palossand,NULL,NULL,1.3,250,Ghost,Ground,Water Compaction,Boosts the Pokémon's Defense stat sharply when hit by a Water-type move.,NULL,NULL,Sand Veil,Boosts the Pokémon's evasiveness in a sandstorm.,NULL,NULL,50,50,70,Sun / Moon,Alola,85,75,110,100,75,35,480,0,0,2,0,0,0,2,60,Medium Fast,1000000,168,Amorphous,NULL,15,1296,Level 42
771,Pyukumuku,NULL,NULL,0.3,1.2,Water,NULL,Innards Out,Damages the attacker landing the finishing hit by the amount equal to its last HP.,NULL,NULL,Unaware,"When attacking, the Pokémon ignores the target Pokémon's stat changes.",NULL,NULL,50,50,70,Sun / Moon,Alola,55,60,130,30,130,5,410,0,0,0,0,2,0,2,60,Fast,800000,144,Water 1,NULL,15,NULL,NULL
772,Type: Null,NULL,Sub-Legendary,1.9,120.5,Normal,NULL,Battle Armor,Hard armor protects the Pokémon from critical hits.,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,Sun / Moon,Alola,95,95,95,95,95,59,534,2,0,0,0,0,0,2,3,Slow,1250000,107,Undiscovered,NULL,120,NULL,NULL
773,Silvally,NULL,Sub-Legendary,2.3,100.5,Normal,NULL,RKS System,Changes the Pokémon's type to match the memory disc it holds.,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,Sun / Moon,Alola,95,95,95,95,95,95,570,3,0,0,0,0,0,3,3,Slow,1250000,257,Undiscovered,NULL,120,1300,NULL
774,Minior,NULL,NULL,0.3,40,Rock,Flying,Shields Down,"When its HP becomes half or less, the Pokémon's shell breaks and it becomes aggressive.",NULL,NULL,NULL,NULL,NULL,NULL,0,0,70,Sun / Moon,Alola,60,60,100,60,100,60,440,0,0,1,0,1,0,2,30,Medium Slow,1059860,154,Mineral,NULL,25,NULL,NULL
774,Minior,Core,NULL,0.3,0.3,Rock,Flying,Shields Down,"When its HP becomes half or less, the Pokémon's shell breaks and it becomes aggressive.",NULL,NULL,NULL,NULL,NULL,NULL,0,0,70,Sun / Moon,Alola,60,100,60,100,60,120,500,0,1,0,1,0,0,2,30,Medium Slow,1059860,175,Mineral,NULL,25,NULL,NULL
775,Komala,NULL,NULL,0.4,19.9,Normal,NULL,Comatose,It's always drowsing and will never wake up. It can attack without waking up.,NULL,NULL,NULL,NULL,NULL,NULL,50,50,70,Sun / Moon,Alola,65,115,65,75,95,65,480,0,2,0,0,0,0,2,45,Slow,1250000,168,Field,NULL,20,NULL,NULL
776,Turtonator,NULL,NULL,2,212,Fire,Dragon,Shell Armor,A hard shell protects the Pokémon from critical hits.,NULL,NULL,NULL,NULL,NULL,NULL,50,50,70,Sun / Moon,Alola,60,78,135,91,85,36,485,0,0,2,0,0,0,2,70,Medium Fast,1000000,170,Monster,Dragon,20,NULL,NULL
777,Togedemaru,NULL,NULL,0.3,3.3,Electric,Steel,Iron Barbs,Inflicts damage on the attacker upon contact with iron barbs.,Lightning Rod,"The Pokémon draws in all Electric-type moves. Instead of being hit by Electric-type moves, it boosts its Sp. Atk.",Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",NULL,NULL,50,50,70,Sun / Moon,Alola,65,98,63,40,73,96,435,0,2,0,0,0,0,2,180,Medium Fast,1000000,152,Field,Fairy,10,NULL,NULL
778,Mimikyu,NULL,NULL,0.2,0.7,Ghost,Fairy,Disguise,"Once per battle, the shroud that covers the Pokémon can protect it from an attack.",NULL,NULL,NULL,NULL,NULL,NULL,50,50,70,Sun / Moon,Alola,55,90,80,50,105,96,476,0,0,0,0,2,0,2,45,Medium Fast,1000000,167,Amorphous,NULL,20,NULL,NULL
779,Bruxish,NULL,NULL,0.9,19,Water,Psychic,Dazzling,"Surprises the opposing Pokémon, making it unable to attack using priority moves.",Strong Jaw,The Pokémon's strong jaw boosts the power of its biting moves.,Wonder Skin,Makes status moves more likely to miss.,NULL,NULL,50,50,70,Sun / Moon,Alola,68,105,70,70,70,92,475,0,2,0,0,0,0,2,80,Medium Fast,1000000,166,Water 2,NULL,15,NULL,NULL
780,Drampa,NULL,NULL,3,185,Normal,Dragon,Berserk,Boosts the Pokémon's Sp. Atk stat when it takes a hit that causes its HP to become half or less.,Sap Sipper,Boosts the Attack stat if hit by a Grass-type move instead of taking damage.,Cloud Nine,Eliminates the effects of weather.,NULL,NULL,50,50,70,Sun / Moon,Alola,78,60,85,135,91,36,485,0,0,0,2,0,0,2,70,Medium Fast,1000000,170,Monster,Dragon,20,NULL,NULL
781,Dhelmise,NULL,NULL,3.9,210,Ghost,Grass,Steelworker,Powers up Steel-type moves.,NULL,NULL,NULL,NULL,NULL,NULL,0,0,70,Sun / Moon,Alola,70,131,100,86,90,40,517,0,2,0,0,0,0,2,25,Medium Fast,1000000,181,Mineral,NULL,25,NULL,NULL
782,Jangmo-o,NULL,NULL,0.6,29.7,Dragon,NULL,Bulletproof,Protects the Pokémon from some ball and bomb moves.,Soundproof,Soundproofing gives the Pokémon full immunity to all sound-based moves.,Overcoat,"Protects the Pokémon from things like sand, hail, and powder.",NULL,NULL,50,50,70,Sun / Moon,Alola,45,55,65,45,45,45,300,0,0,1,0,0,0,1,45,Slow,1250000,60,Dragon,NULL,40,NULL,NULL
783,Hakamo-o,NULL,NULL,1.2,47,Dragon,Fighting,Bulletproof,Protects the Pokémon from some ball and bomb moves.,Soundproof,Soundproofing gives the Pokémon full immunity to all sound-based moves.,Overcoat,"Protects the Pokémon from things like sand, hail, and powder.",NULL,NULL,50,50,70,Sun / Moon,Alola,55,75,90,65,70,65,420,0,0,2,0,0,0,2,45,Slow,1250000,147,Dragon,NULL,40,1311,Level 35
784,Kommo-o,NULL,NULL,1.6,78.2,Dragon,Fighting,Bulletproof,Protects the Pokémon from some ball and bomb moves.,Soundproof,Soundproofing gives the Pokémon full immunity to all sound-based moves.,Overcoat,"Protects the Pokémon from things like sand, hail, and powder.",NULL,NULL,50,50,70,Sun / Moon,Alola,75,110,125,100,105,85,600,0,0,3,0,0,0,3,45,Slow,1250000,270,Dragon,NULL,40,1312,Level 45
785,Tapu Koko,NULL,Sub-Legendary,1.8,20.5,Electric,Fairy,Electric Surge,Turns the ground into Electric Terrain when the Pokémon enters a battle.,NULL,NULL,Telepathy,Anticipates an ally's attack and dodges it.,NULL,NULL,0,0,70,Sun / Moon,Alola,70,115,85,95,75,130,570,0,0,0,0,0,3,3,3,Slow,1250000,257,Undiscovered,NULL,15,NULL,NULL
786,Tapu Lele,NULL,Sub-Legendary,1.2,18.6,Psychic,Fairy,Psychic Surge,Turns the ground into Psychic Terrain when the Pokémon enters a battle.,NULL,NULL,Telepathy,Anticipates an ally's attack and dodges it.,NULL,NULL,0,0,70,Sun / Moon,Alola,70,85,75,130,115,95,570,0,0,0,3,0,0,3,3,Slow,1250000,257,Undiscovered,NULL,15,NULL,NULL
787,Tapu Bulu,NULL,Sub-Legendary,1.9,45.5,Grass,Fairy,Grassy Surge,Turns the ground into Grassy Terrain when the Pokémon enters a battle.,NULL,NULL,Telepathy,Anticipates an ally's attack and dodges it.,NULL,NULL,0,0,70,Sun / Moon,Alola,70,130,115,85,95,75,570,0,3,0,0,0,0,3,3,Slow,1250000,257,Undiscovered,NULL,15,NULL,NULL
788,Tapu Fini,NULL,Sub-Legendary,1.3,21.2,Water,Fairy,Misty Surge,Turns the ground into Misty Terrain when the Pokémon enters a battle.,NULL,NULL,Telepathy,Anticipates an ally's attack and dodges it.,NULL,NULL,0,0,70,Sun / Moon,Alola,70,75,115,95,130,85,570,0,0,0,0,3,0,3,3,Slow,1250000,257,Undiscovered,NULL,15,NULL,NULL
789,Cosmog,NULL,Legendary,0.2,0.1,Psychic,NULL,Unaware,"When attacking, the Pokémon ignores the target Pokémon's stat changes.",NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,Sun / Moon,Alola,43,29,31,29,31,37,200,1,0,0,0,0,0,1,45,Slow,1250000,40,Undiscovered,NULL,120,NULL,NULL
790,Cosmoem,NULL,Legendary,0.1,999.9,Psychic,NULL,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,Sun / Moon,Alola,43,29,131,29,131,37,400,0,0,1,0,1,0,2,45,Slow,1250000,140,Undiscovered,NULL,120,1318,Level 43
791,Solgaleo,NULL,Legendary,3.4,230,Psychic,Steel,Full Metal Body,Prevents other Pokémon's moves or Abilities from lowering the Pokémon's stats.,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,Sun / Moon,Alola,137,137,107,113,89,97,680,0,3,0,0,0,0,3,45,Slow,1250000,306,Undiscovered,NULL,120,1320,Level 53 In Sun Or Ultra Sun
792,Lunala,NULL,Legendary,4,120,Psychic,Ghost,Shadow Shield,Reduces the amount of damage the Pokémon takes while its HP is full.,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,Sun / Moon,Alola,137,113,89,137,107,97,680,0,0,0,3,0,0,3,45,Slow,1250000,306,Undiscovered,NULL,120,1320,Level 53 In Moon Or Ultra Moon
793,Nihilego,NULL,Sub-Legendary,1.2,55.5,Rock,Poison,Beast Boost,The Pokémon boosts its most proficient stat each time it knocks out a Pokémon.,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,Sun / Moon,Alola,109,53,47,127,131,103,570,0,0,0,0,3,0,3,45,Slow,1250000,257,Undiscovered,NULL,120,NULL,NULL
794,Buzzwole,NULL,Sub-Legendary,2.4,333.6,Bug,Fighting,Beast Boost,The Pokémon boosts its most proficient stat each time it knocks out a Pokémon.,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,Sun / Moon,Alola,107,139,139,53,53,79,570,0,1,2,0,0,0,3,45,Slow,1250000,257,Undiscovered,NULL,120,NULL,NULL
795,Pheromosa,NULL,Sub-Legendary,1.8,25,Bug,Fighting,Beast Boost,The Pokémon boosts its most proficient stat each time it knocks out a Pokémon.,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,Sun / Moon,Alola,71,137,37,137,37,151,570,0,0,0,0,0,3,3,45,Slow,1250000,257,Undiscovered,NULL,120,NULL,NULL
796,Xurkitree,NULL,Sub-Legendary,3.8,100,Electric,NULL,Beast Boost,The Pokémon boosts its most proficient stat each time it knocks out a Pokémon.,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,Sun / Moon,Alola,83,89,71,173,71,83,570,0,0,0,3,0,0,3,45,Slow,1250000,257,Undiscovered,NULL,120,NULL,NULL
797,Celesteela,NULL,Sub-Legendary,9.2,999.9,Steel,Flying,Beast Boost,The Pokémon boosts its most proficient stat each time it knocks out a Pokémon.,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,Sun / Moon,Alola,97,101,103,107,101,61,570,0,1,1,1,0,0,3,45,Slow,1250000,257,Undiscovered,NULL,120,NULL,NULL
798,Kartana,NULL,Sub-Legendary,0.3,0.1,Grass,Steel,Beast Boost,The Pokémon boosts its most proficient stat each time it knocks out a Pokémon.,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,Sun / Moon,Alola,59,181,131,59,31,109,570,0,3,0,0,0,0,3,45,Slow,1250000,257,Undiscovered,NULL,120,NULL,NULL
799,Guzzlord,NULL,Sub-Legendary,5.5,888,Dark,Dragon,Beast Boost,The Pokémon boosts its most proficient stat each time it knocks out a Pokémon.,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,Sun / Moon,Alola,223,101,53,97,53,43,570,3,0,0,0,0,0,3,45,Slow,1250000,257,Undiscovered,NULL,120,NULL,NULL
800,Necrozma,NULL,Legendary,2.4,230,Psychic,NULL,Prism Armor,Reduces the power of supereffective attacks taken.,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,Sun / Moon,Alola,97,107,101,127,89,79,600,0,1,0,0,2,0,3,255,Slow,1250000,270,Undiscovered,NULL,120,NULL,NULL
